"","ID","N","a","b","sd","signal"
"97",10097,200,0.0779392383992672,-8.38529882952571,0.347603787435219,0
"98",10098,300,1.34912637528032,-9.49859422631562,0.730857374612242,0
"99",10099,400,3.48937278147787,-0.219764150679111,0.103191097340145,0
"100",10100,500,8.13442084472626,-3.74725773464888,0.0640746611170471,0
"101",10101,100,-2.54343002103269,4.62617837823927,0.732919862493873,0
"102",10102,200,3.95606347359717,-0.596396499313414,0.460543584343577,0
"103",10103,300,-8.49421836435795,-4.70480683725327,0.255865213694051,0
"104",10104,400,-7.02274862211198,-4.12487376946956,0.505050587933511,0
"105",10105,500,5.2941849688068,-1.01401947438717,0.291962335119024,0
"106",10106,100,-1.74137772060931,-7.73150315042585,0.929419395281002,0
"107",10107,200,-6.85741865076125,9.06362477689981,0.9860698224511,0
"108",10108,300,-9.61176531855017,-6.95325640495867,0.594780971063301,0
"109",10109,400,6.42171012237668,-2.1477903611958,0.143563836347312,0
"110",10110,500,1.46627219859511,-0.582946850918233,0.392047124006813,0
"111",10111,100,-7.03687319066375,2.33704599086195,0.291062698699534,0
"112",10112,200,-0.975522506050766,-9.18376454152167,0.251031046966091,0
"113",10113,300,0.533997933380306,0.153496055863798,0.0761317705265512,0
"114",10114,400,3.79954211879522,9.74436990916729,0.529181328602135,0
"115",10115,500,4.29386294446886,8.4869733825326,0.724168652435765,0
"116",10116,100,0.167853152379394,0.957348337396979,0.129602358056179,0
"117",10117,200,-1.50251660030335,-4.64742639102042,0.124158695572987,0
"118",10118,300,3.65556977223605,-8.37220600340515,0.996847491245717,0
"119",10119,400,3.59767384827137,-3.01940468605608,0.888550646370277,0
"120",10120,500,-8.59313774388283,-0.646003913134336,0.676355217583477,0
"121",10121,100,-4.64425756596029,8.24570399243385,0.696496565826237,0
"122",10122,200,-2.90161687415093,2.66930553596467,0.63816151348874,0
"123",10123,300,5.71999464184046,3.98583692964166,0.627632455900311,0
"124",10124,400,8.87682354077697,-7.57705943193287,0.00664282077923417,0
"125",10125,500,9.49918291531503,7.69851458724588,0.952462647575885,0
"126",10126,100,-5.89510689489543,5.65737137105316,0.0919458027929068,0
"127",10127,200,6.17936968803406,8.41490712016821,0.854980580043048,0
"128",10128,300,1.23017349280417,1.08294697012752,0.051305174594745,0
"129",10129,400,-2.17973107937723,-3.03346005268395,0.255522135645151,0
"130",10130,500,4.8536177771166,-2.25373753346503,0.414048857521266,0
"131",10131,100,9.52964658848941,4.55684741027653,0.0507297285366803,0
"132",10132,200,-1.49116828572005,3.71033119037747,0.297691166400909,0
"133",10133,300,-4.39666106831282,-7.4570680828765,0.30316180549562,0
"134",10134,400,9.33839078526944,-3.42763603199273,0.520673627965152,0
"135",10135,500,1.66715402621776,9.70804271288216,0.00128614902496338,0
"136",10136,100,-4.94627975393087,7.89641493931413,0.120242630131543,0
"137",10137,200,7.44015724398196,-6.97096705436707,0.902616341831163,0
"138",10138,300,-8.94818018656224,3.64926432259381,0.169224576558918,0
"139",10139,400,-8.96344933658838,0.802667201496661,0.442750368732959,0
"140",10140,500,-2.39266182761639,-3.89195867814124,0.184916995465755,0
"141",10141,100,6.86926527414471,-4.82614208478481,0.104260251158848,0
"142",10142,200,1.34945227298886,-4.71731482539326,0.779786588158458,0
"143",10143,300,-2.78117012698203,4.07279155217111,0.489692113827914,0
"144",10144,400,-0.148340663872659,7.55111638456583,0.0739662329009399,0
"145",10145,500,-6.644845334813,9.1945234965533,0.573090653168038,0
"146",10146,100,3.65763161797076,9.54069627914578,0.549220864428207,0
"147",10147,200,-3.56080295983702,2.74843695573509,0.655025353422388,0
"148",10148,300,6.66130585595965,-0.513036740012467,0.370027658161712,0
"149",10149,400,-5.19878942519426,2.84441041294485,0.908616711618379,0
"150",10150,500,9.61544647347182,-2.8159432625398,0.851541812065989,0
"151",10151,100,1.26083340961486,7.26802374701947,0.823965676128864,0
"152",10152,200,-8.97439187858254,5.19678364973515,0.939212751574814,0
"153",10153,300,-6.66204852517694,-5.6019224319607,0.533369713230059,0
"154",10154,400,-9.87211574334651,6.31563284900039,0.33216834301129,0
"155",10155,500,9.09963717218488,4.81375911273062,0.612051934702322,0
"156",10156,100,-0.0919259851798415,-3.61703660804778,0.126522993203253,0
"157",10157,200,7.22994910553098,-7.47557578142732,0.805356320459396,0
"158",10158,300,-0.0957586197182536,-0.945228165946901,0.249549446046034,0
"159",10159,400,9.39243422355503,-6.83574162889272,0.450465151574463,0
"160",10160,500,-3.24038119520992,0.531306122429669,0.52017341949977,0
"161",10161,100,2.72859202697873,9.07327440567315,0.161954141920432,0
"162",10162,200,2.90654519107193,-1.903779450804,0.0500980443321168,0
"163",10163,300,-7.32370334677398,-1.91044022329152,0.301702234661207,0
"164",10164,400,8.56919026002288,9.26361049059778,0.184216155903414,0
"165",10165,500,5.43156418018043,-8.04387204349041,0.872106147464365,0
"166",10166,100,3.988704145886,8.2573676481843,0.85945393727161,0
"167",10167,200,3.88804885093123,0.536500043235719,0.0465552840223398,0
"168",10168,300,1.54946702066809,-2.00118601322174,0.364770211977884,0
"169",10169,400,-4.62032230570912,1.32478428538889,0.95575996930711,0
"170",10170,500,2.39926531910896,-6.91216462291777,0.567277148831636,0
"171",10171,100,0.735862511210144,4.51756512746215,0.253905148942266,0
"172",10172,200,6.58694932237267,5.46279503963888,0.571308332262561,0
"173",10173,300,2.0293315127492,7.51368997618556,0.669860698049888,0
"174",10174,400,4.32594313286245,0.187911810353398,0.0268178615934833,0
"175",10175,500,-2.53959078341722,5.58053897228092,0.879581728717312,0
"176",10176,100,-5.34862861037254,0.997750232927501,0.257480186643079,0
"177",10177,200,-1.61584516987205,-4.76667136885226,0.233319187071174,0
"178",10178,300,-0.572526389732957,5.29401487670839,0.040997419310368,0
"179",10179,400,7.30601505376399,6.31832339800894,0.133044792804867,0
"180",10180,500,8.32743392325938,-9.99325562734157,0.383951712632552,0
"181",10181,100,-4.22781704459339,2.04035277012736,0.19738829950802,0
"182",10182,200,-3.9896884188056,4.70096387900412,0.159994435496628,0
"183",10183,300,-6.04473541956395,-4.01118434034288,0.640805050497875,0
"184",10184,400,3.21821575518698,0.349385323934257,0.0145538749292399,0
"185",10185,500,-2.20727170351893,4.66810308396816,0.532565879868343,0
"186",10186,100,-0.872071827761829,4.72749881912023,0.312210879189427,0
"187",10187,200,-4.8008464789018,4.7673395043239,0.176149152452126,0
"188",10188,300,1.90792188514024,9.5983354607597,0.676895563025028,0
"189",10189,400,1.09551339875907,-5.14680379070342,0.843211121158674,0
"190",10190,500,-9.43390049505979,-7.87375678308308,0.645537137752399,0
"191",10191,100,4.84209485817701,7.90010032244027,0.793945938814431,0
"192",10192,200,9.05694734305143,-6.60355808679014,0.68198487884365,0
"193",10193,300,-4.94168029632419,1.93332577124238,0.243004199117422,0
"194",10194,400,-9.36657710932195,-6.30558505654335,0.399039397016168,0
"195",10195,500,8.50320201832801,-4.49002339038998,0.0355986848007888,0
"196",10196,100,0.342012676410377,-8.94433660898358,0.39041477907449,0
"197",10197,200,-4.9115622183308,-5.03108886536211,0.146522466093302,0
"198",10198,300,4.39449831843376,-2.7350813569501,0.961743773426861,0
"199",10199,400,-8.60706913750619,3.25641791336238,0.775379298720509,0
"200",10200,500,7.45121906511486,0.265416824258864,0.0161594726918344,0
"201",10201,100,9.0842399885878,0.417466228827834,0.360521590326164,0
"202",10202,200,7.54455506801605,3.5401102527976,0.637446540407836,0
"203",10203,300,-0.139226317405701,5.25793517474085,0.0440623877271271,0
"204",10204,400,-6.87590433750302,0.518743749707937,0.976161242462695,0
"205",10205,500,8.29538717865944,2.23630079533905,0.218003846937791,0
"206",10206,100,-8.43428944703192,-7.45810903143138,0.0051783483941108,0
"207",10207,200,-3.33960068877786,-0.441975677385926,0.00190802221186459,0
"208",10208,300,2.70490527153015,-2.7664998639375,0.277931695571169,0
"209",10209,400,-1.68175619095564,0.21549136377871,0.274536797078326,0
"210",10210,500,-3.90208760742098,7.59986105374992,0.94998591626063,0
"211",10211,100,-0.292319301515818,-6.79452009964734,0.620283136609942,0
"212",10212,200,0.73378125205636,9.58883828017861,0.468972324073518,0
"213",10213,300,-9.61897455621511,-6.32861628662795,0.983529513236135,0
"214",10214,400,3.30864264629781,6.08574965037405,0.0639511218760163,0
"215",10215,500,-1.64238449186087,7.58513686712831,0.06462646368891,0
"216",10216,100,-0.161322979256511,2.71803056355566,0.10401224378507,0
"217",10217,200,8.61017413903028,-3.70720705017447,0.0402015852741897,0
"218",10218,300,7.35160302370787,6.73433958087116,0.146754944464192,0
"219",10219,400,9.66083792969584,4.10618551075459,0.349240286042914,0
"220",10220,500,6.66781474370509,-0.67582328338176,0.254369705807805,0
"221",10221,100,-8.40686549432576,-4.77258323226124,0.255533390678465,0
"222",10222,200,2.41167715284973,-3.79082441329956,0.703326716320589,0
"223",10223,300,8.31293581984937,-1.74860738217831,0.345314111793414,0
"224",10224,400,8.07132892776281,-0.904227131977677,0.410238960874676,0
"225",10225,500,-7.8571355715394,5.57144633959979,0.545897883828729,0
"226",10226,100,6.49050388019532,-2.38904904574156,0.498575169593096,0
"227",10227,200,3.88701888732612,7.10965167265385,0.249338597990572,0
"228",10228,300,-7.55994856823236,-5.1075675804168,0.421549588441849,0
"229",10229,400,-3.12281897291541,-4.52836795244366,0.239065836416557,0
"230",10230,500,5.94020711723715,-0.0515238381922245,0.0423355541337816,0
"231",10231,100,9.59772638510913,6.79127892013639,0.961950690718368,0
"232",10232,200,0.876188334077597,-9.59620256908238,0.997599143302068,0
"233",10233,300,1.06931835412979,-7.58544656913728,0.909908961970359,0
"234",10234,400,9.25164644606411,2.68813803326339,0.957392758689821,0
"235",10235,500,6.5771750966087,-9.36153996735811,0.771439611911774,0
"236",10236,100,1.19881558232009,5.88149912655354,0.258373451419175,0
"237",10237,200,5.57719036471099,-3.20806224830449,0.783221297198907,0
"238",10238,300,8.70670201722533,0.760374558158219,0.280898857674545,0
"239",10239,400,2.1152273658663,1.05004645884037,0.302433573640883,0
"240",10240,500,4.95564299169928,4.12251992616802,0.621565010165796,0
"241",10241,100,-9.62515350896865,-7.1451986161992,0.62904439936392,0
"242",10242,200,-9.9006768874824,7.62383232824504,0.30851006670855,0
"243",10243,300,6.15794274955988,2.60072690434754,0.622992904158309,0
"244",10244,400,-4.26617902237922,8.30802076030523,0.405010622693226,0
"245",10245,500,-7.09361045621336,-8.79972313065082,0.0792297662701458,0
"246",10246,100,9.14070189930499,-5.92797842342407,0.751706104027107,0
"247",10247,200,-8.8776501826942,6.95790115278214,0.129869815660641,0
"248",10248,300,3.30421190243214,7.90376924909651,0.813203398603946,0
"249",10249,400,-7.18670196831226,5.61475556809455,0.371797047322616,0
"250",10250,500,2.05359806772321,1.48810084909201,0.804985803784803,0
"251",10251,100,-9.44276417605579,7.61688808444887,0.498065589694306,0
"252",10252,200,-8.01919567864388,-1.44978597760201,0.251279641175643,0
"253",10253,300,-2.30933600571007,-8.70064431335777,0.0394550058990717,0
"254",10254,400,-4.51016124337912,0.473244241438806,0.913525837939233,0
"255",10255,500,-3.87606659904122,-2.85607281606644,0.0984120196662843,0
"256",10256,100,3.8156352750957,-4.77326699066907,0.528274619486183,0
"257",10257,200,3.20989661384374,7.60565315373242,0.747347062919289,0
"258",10258,300,8.47468949854374,-0.763564645312726,0.70409790308715,0
"259",10259,400,1.81357754394412,-5.51413637120277,0.282280443469062,0
"260",10260,500,-4.80100236367434,0.397711098194122,0.582351805176586,0
"261",10261,100,1.91829925402999,5.0351914903149,0.0209623640403152,0
"262",10262,200,-5.48242839053273,3.51964063942432,0.96830607787706,0
"263",10263,300,8.68462007492781,3.49364130757749,0.910559603944421,0
"264",10264,400,7.4047195725143,0.324114002287388,0.312844546269293,0
"265",10265,500,-3.93598754890263,1.0662741959095,0.0484079262241721,0
"266",10266,100,3.54171695653349,-1.84811481274664,0.749498654855415,0
"267",10267,200,2.51829833257943,7.7403878280893,0.11461998638697,0
"268",10268,300,-3.26515797059983,-1.51327414438128,0.827006516978145,0
"269",10269,400,4.06351082026958,3.04738442413509,0.276430639671162,0
"270",10270,500,-5.28593694791198,8.87126586865634,0.293593689100817,0
"271",10271,100,2.07898112013936,-4.11067024804652,0.519596554571763,0
"272",10272,200,-5.46690750867128,-3.69650630746037,0.0245874030515552,0
"273",10273,300,1.35637396015227,-3.34618783090264,0.558788878377527,0
"274",10274,400,8.7667783908546,-3.74820962082595,0.0242557940073311,0
"275",10275,500,-0.379868890158832,-4.14278537034988,0.939216018421575,0
"276",10276,100,4.87775161862373,4.46599924936891,0.126271893968806,0
"277",10277,200,-4.72735886462033,1.4683645311743,0.865403416566551,0
"278",10278,300,8.76220109406859,-4.61420979816467,0.463478595949709,0
"279",10279,400,-0.810414282605052,-3.23110729455948,0.412482887972146,0
"280",10280,500,-5.07820896338671,1.35905401781201,0.379721944918856,0
"281",10281,100,7.81516327522695,-9.10531883127987,0.457321376772597,0
"282",10282,200,0.0983555242419243,0.832729428075254,0.0591222850838217,0
"283",10283,300,-2.92342302389443,2.8022321080789,0.0869041720870882,0
"284",10284,400,2.05893301870674,-1.36864961590618,0.38473711675033,0
"285",10285,500,-7.92747247964144,-7.39091807976365,0.731387731619179,0
"286",10286,100,0.260993619449437,-2.6745327282697,0.492513067554682,0
"287",10287,200,-1.26318052876741,-7.07129456102848,0.146454272326082,0
"288",10288,300,0.903879376128316,-6.11269380897284,0.931426271796227,0
"289",10289,400,8.6376041918993,-0.928565175272524,0.564062130002653,0
"290",10290,500,-5.08590160869062,-9.00279940571636,0.163570364937186,0
"291",10291,100,-0.493590598925948,-0.861410940997303,0.356213673952791,0
"292",10292,200,-5.18105358351022,-9.66484929434955,0.749194542877376,0
"293",10293,300,7.71413862239569,-8.79532928578556,0.685176225379109,0
"294",10294,400,-5.43445657007396,8.51467509288341,0.855000629089773,0
"295",10295,500,-2.5182673567906,-3.17125509027392,0.921190542401746,0
"296",10296,100,8.11295756138861,-7.00760971289128,0.293313743546605,0
"297",10297,200,2.10986312944442,-6.06052578426898,0.337667859392241,0
"298",10298,300,-3.20849804673344,8.51249419618398,0.869545365218073,0
"299",10299,400,8.44434335362166,0.508056245744228,0.0716793500071877,0
"300",10300,500,-6.30760328378528,8.7477617058903,0.0151392896659672,0
"301",10301,100,6.23352746013552,-5.06859797053039,0.60823888820596,0
"302",10302,200,2.13851012289524,1.47238663863391,0.947875985410064,0
"303",10303,300,2.42302815429866,-2.0260221650824,0.772828232031316,0
"304",10304,400,-1.90196105279028,-7.62256632559001,0.268887686077505,0
"305",10305,500,7.62279307004064,8.0134792951867,0.822159708477557,0
"306",10306,100,-5.71818263269961,-7.13822496589273,0.467967373784631,0
"307",10307,200,3.8061078870669,-9.93548680562526,0.18109481385909,0
"308",10308,300,4.69487152528018,-6.15318851545453,0.123331538168713,0
"309",10309,400,8.46629408188164,-6.42451014369726,0.228367403848097,0
"310",10310,500,-6.20687441900373,-4.826097227633,0.923319892026484,0
"311",10311,100,-2.2676719352603,5.65498349722475,0.897845572093502,0
"312",10312,200,-1.67274249251932,-7.10474404972047,0.311546127311885,0
"313",10313,300,4.22285768669099,-4.12391524761915,0.0171166120562702,0
"314",10314,400,-0.643167537637055,4.71712418366224,0.363094925222704,0
"315",10315,500,-6.92250851541758,-0.347709725610912,0.0182622270658612,0
"316",10316,100,-3.06452328339219,-7.46038815937936,0.985999264754355,0
"317",10317,200,2.12342383805662,8.4875318640843,0.899374150205404,0
"318",10318,300,5.04687785636634,-8.19853027351201,0.517735018394887,0
"319",10319,400,4.55430674832314,6.66610040701926,0.704926589271054,0
"320",10320,500,-8.91786151565611,-6.06176664121449,0.0532646996434778,0
"321",10321,100,-5.49120422452688,5.21186495665461,0.274189159274101,0
"322",10322,200,9.24433039501309,1.41500391066074,0.654528360813856,0
"323",10323,300,7.77264857199043,-1.04367988184094,0.399083094671369,0
"324",10324,400,-7.49803519807756,-2.34518169425428,0.75153087428771,0
"325",10325,500,2.67813279759139,-8.53258463554084,0.0150442058220506,0
"326",10326,100,-2.74126561824232,-2.61254235170782,0.391519590746611,0
"327",10327,200,-5.09170333389193,7.44969758205116,0.931153788231313,0
"328",10328,300,5.24004381150007,-3.15357191488147,0.676131508313119,0
"329",10329,400,7.96083940658718,-6.10123894643039,0.933737999759614,0
"330",10330,500,7.80935144517571,-2.04611997120082,0.121240183478221,0
"331",10331,100,-9.23776529729366,-3.61788242124021,0.668931222520769,0
"332",10332,200,-7.52850553020835,4.16254005860537,0.585486431373283,0
"333",10333,300,-3.77806870732456,8.70931886602193,0.562719998881221,0
"334",10334,400,2.86011195275933,6.76103753969073,0.596347144339234,0
"335",10335,500,-3.6269768094644,2.74939680937678,0.878707874799147,0
"336",10336,100,5.00888261944056,-2.45757088530809,0.146784795448184,0
"337",10337,200,-8.92960085999221,1.42634868156165,0.0612631312105805,0
"338",10338,300,8.61734388861805,2.35609202180058,0.707250043749809,0
"339",10339,400,-5.96168871968985,-4.13777008187026,0.822628279915079,0
"340",10340,500,2.77020921465009,-3.74728564172983,0.0573243133258075,0
"341",10341,100,-8.75765074975789,0.104838158003986,0.55147807742469,0
"342",10342,200,-3.11162176076323,-8.65078455302864,0.859025537734851,0
"343",10343,300,-4.3009508214891,-9.91255328524858,0.804845411563292,0
"344",10344,400,0.0776648614555597,4.48544730432332,0.0148245949505682,0
"345",10345,500,5.32942255493253,5.61666002962738,0.251235389150679,0
"346",10346,100,-2.92579638306051,-0.203572046011686,0.983890559524298,0
"347",10347,200,-1.97483351454139,-3.57632328756154,0.732728066621348,0
"348",10348,300,-4.99689410906285,-0.654678922146559,0.491097907070071,0
"349",10349,400,3.98528802674264,-1.13138310611248,0.191353525035083,0
"350",10350,500,6.22474316507578,-3.08062206953764,0.0639903973788023,0
"351",10351,100,6.45543440710753,-5.7174735609442,0.726626973133534,0
"352",10352,200,-9.29237067233771,5.71114017628133,0.0808736805338413,0
"353",10353,300,-0.0855039479210973,1.5786713315174,0.0507725854306397,0
"354",10354,400,0.522021716460586,-5.6144880130887,0.671050107106566,0
"355",10355,500,-0.222695181146264,5.65054937731475,0.133202917198269,0
"356",10356,100,7.63972801622003,-5.11027675122023,0.611550056375563,0
"357",10357,200,-3.28063529916108,4.93387916591018,0.71887304331176,0
"358",10358,300,6.17250819224864,6.71729208435863,0.801004057750106,0
"359",10359,400,-8.65314327646047,9.40426562912762,0.337965903803706,0
"360",10360,500,3.669398073107,-0.624780566431582,0.0450409261537085,0
"361",10361,100,-2.21566177904606,-1.67040841653943,0.267520475434139,0
"362",10362,200,0.114597221836448,9.22887636348605,0.0235709685747297,0
"363",10363,300,-2.13171292562038,-4.6267188154161,0.316244913265109,0
"364",10364,400,2.60726096574217,7.75172535330057,0.853665286907926,0
"365",10365,500,1.50821642018855,7.27339047472924,0.288380024489015,0
"366",10366,100,2.03718211036175,8.0617959657684,0.908427728107199,0
"367",10367,200,-9.75765271577984,5.88933531194925,0.154458123026416,0
"368",10368,300,-3.35179868619889,6.06788129545748,0.292995858704671,0
"369",10369,400,4.72388078458607,-5.57459487579763,0.291215675184503,0
"370",10370,500,-6.82047110982239,8.6776172881946,0.922060422599316,0
"371",10371,100,2.09850212093443,-5.30472948215902,0.408759700600058,0
"372",10372,200,-2.52001111395657,2.26157943718135,0.707319157430902,0
"373",10373,300,-2.70516415126622,-1.29187930840999,0.424487714190036,0
"374",10374,400,-8.25977863743901,6.24102055095136,0.118728099623695,0
"375",10375,500,9.82256876304746,-1.37835470493883,0.593852890189737,0
"376",10376,100,-5.28334015514702,0.863446388393641,0.654381977394223,0
"377",10377,200,4.10983354784548,-7.7525730850175,0.569675544975325,0
"378",10378,300,-5.03379653673619,2.96215614303946,0.155980909708887,0
"379",10379,400,1.31185852922499,8.87692694552243,0.22938888031058,0
"380",10380,500,9.59746024105698,9.80196897871792,0.131568521261215,0
"381",10381,100,-9.30055045988411,-4.77606007829309,0.77453272161074,0
"382",10382,200,1.36310999281704,5.0242566736415,0.878339312039316,0
"383",10383,300,2.57895010057837,6.78375891409814,0.187719380948693,0
"384",10384,400,-3.2721755746752,6.42753405030817,0.695307085057721,0
"385",10385,500,-7.82300443854183,9.39979556016624,0.435863490216434,0
"386",10386,100,-6.0786349652335,-2.85304376389831,0.455218714661896,0
"387",10387,200,2.76099098846316,5.57023245375603,0.68241866142489,0
"388",10388,300,1.25011586584151,-8.41073447838426,0.934517187299207,0
"389",10389,400,-5.21910516545177,2.53592914901674,0.433306094957516,0
"390",10390,500,7.2971863951534,-7.92827699333429,0.78551588091068,0
"391",10391,100,0.223755035549402,-9.2452802695334,0.452900569885969,0
"392",10392,200,8.65664796903729,2.82259854022413,0.737447718158364,0
"393",10393,300,-9.96286170557141,-6.65860373992473,0.796666596084833,0
"394",10394,400,8.06753772776574,-0.588429779745638,0.0908516800034283,0
"395",10395,500,6.32198094390333,-7.81742051709443,0.860393875045702,0
"396",10396,100,6.15174806211144,-0.495403516106308,0.22676625944426,0
"397",10397,200,0.0425658095628023,-1.24209154397249,0.363832138711587,0
