"","ID","a","b","sd","signal"
"76",76,-8.53471850045025,-0.699170655570924,7.52873621182516,0
"77",77,5.80700956750661,-7.83648469019681,1.39921825844795,0
"78",78,9.97099621221423,5.2670229319483,3.13582715578377,0
"79",79,3.42393971979618,2.30043345596641,6.67803498217836,0
"80",80,-3.67471334058791,-5.82031333819032,6.07362508540973,0
"81",81,-5.53135419264436,-6.42081533558667,3.12002204824239,0
"82",82,9.38906920142472,-3.09980171732605,3.66522405995056,0
"83",83,9.01907871477306,-4.89398673176765,5.73353042360395,0
"84",84,9.48309093248099,-6.37706662993878,7.67969697481021,0
"85",85,2.97008769121021,-4.93251971434802,6.42520179506391,0
"86",86,3.70821226853877,-3.19687681272626,3.77171001629904,0
"87",87,-5.15825154259801,-1.28719522617757,0.789814726449549,0
"88",88,9.71604757010937,4.17846289463341,0.485856859013438,0
"89",89,-0.465699485503137,-3.24153065215796,0.646359256934375,0
"90",90,7.18172559980303,-7.38108668010682,3.06517963530496,0
"91",91,-6.20044888928533,-0.797510920092463,6.54437614372,0
"92",92,0.328599158674479,-4.95412053074688,3.15852860687301,0
"93",93,-6.55900391750038,2.30322941206396,2.51040055416524,0
"94",94,5.93050395138562,-1.10056574922055,2.22780041163787,0
"95",95,3.69747368153185,5.38880678359419,9.33621228439733,0
"96",96,9.50022699311376,-8.40090815909207,2.91335843270645,0
"97",97,1.44313821569085,-7.68318101298064,5.99109732080251,0
"98",98,-8.26200918294489,5.51226003561169,3.11396759934723,0
"99",99,7.72327990736812,3.88011655770242,7.94501817552373,0
"100",100,2.559580123052,5.31669142656028,3.05873107165098,0
"101",101,-8.09431723318994,3.21993770077825,9.26318723475561,0
"102",102,-7.18578869942576,-7.58324845694005,7.2648408729583,0
"103",103,-6.21053887531161,5.96227237489074,2.37047046655789,0
"104",104,3.91706264577806,-1.61548629403114,9.22555829863995,0
"105",105,-7.88016512058675,-9.95479085016996,8.03206893382594,0
"106",106,-9.89958625752479,7.20300885848701,0.600268626585603,0
"107",107,-4.86327219288796,4.7815560316667,6.91168675897643,0
"108",108,4.73387245554477,1.75965292844921,3.50470309145749,0
"109",109,9.8335940670222,-1.38870418071747,7.23598066717386,0
"110",110,9.55104226246476,-9.51479913201183,8.68527182145044,0
"111",111,6.22147508896887,-9.77509481366724,9.46889430982992,0
"112",112,6.87015265226364,2.31928645633161,4.08782654907554,0
"113",113,3.98419108241796,-1.46996558178216,2.07734322408214,0
"114",114,-4.78683668188751,-8.66937034297734,9.55195056041703,0
"115",115,7.6604734081775,-3.62070102244616,0.908227942418307,0
"116",116,1.6477746097371,1.3107020733878,4.85191806219518,0
"117",117,8.74512541573495,6.64256486576051,4.48816521558911,0
"118",118,-7.1296179946512,6.48279349785298,2.52592405537143,0
"119",119,-3.21308813989162,-1.27107692416757,2.67478625755757,0
"120",120,2.99521168228239,-3.48529604729265,3.98003033129498,0
"121",121,-0.345708765089512,8.80013755522668,0.426898659206927,0
"122",122,-2.66292141750455,6.08810065779835,9.44651652127504,0
"123",123,-2.84554679878056,3.52996843401343,8.1634607561864,0
"124",124,3.79041010979563,2.29688303079456,8.54390242835507,0
"125",125,2.60560928378254,2.49864577781409,3.50051911780611,0
"126",126,3.48245586268604,0.313959806226194,2.6244612922892,0
"127",127,-3.7908848375082,7.57359933108091,8.91361341346055,0
"128",128,-0.57791203726083,-0.245814961381257,7.40036033093929,0
"129",129,3.45173771493137,-7.71122302860022,1.479251019191,0
"130",130,-5.89096630457789,5.46540282201022,1.18976722937077,0
"131",131,-6.9765561260283,-5.05536141805351,2.61430046521127,0
"132",132,2.86310733295977,6.98356922250241,5.89362871600315,0
"133",133,7.26377687416971,0.415624207817018,5.90306974714622,0
"134",134,-6.67842480354011,1.76328827161342,5.06100968457758,0
"135",135,2.59561154525727,-5.88659279979765,8.90024381922558,0
"136",136,-5.00402289442718,-9.72455491777509,6.69193899491802,0
"137",137,0.797709547914565,3.78664749674499,3.82687415229157,0
"138",138,-4.48691351339221,-0.724912136793137,6.03452995652333,0
"139",139,-6.12440099474043,-1.13427549600601,7.14833985781297,0
"140",140,-9.21153947710991,9.83932188246399,6.65432317648083,0
"141",141,-8.07083113584667,2.54351092036813,6.44222168251872,0
"142",142,-2.21657803282142,5.04800365306437,2.41284847492352,0
"143",143,8.67578814271837,-5.63958198297769,8.84717480512336,0
"144",144,-4.03915819711983,6.48319873027503,0.0329549284651875,0
"145",145,-2.06594230607152,-9.18923864606768,3.31717641325668,0
"146",146,6.95881380699575,3.66938826628029,0.179755354765803,0
"147",147,4.4206673046574,8.27830541413277,8.67294429801404,0
"148",148,0.736099844798446,1.73183405771852,8.90603312524036,0
"149",149,-1.64868259336799,-9.8161826049909,8.66594997001812,0
"150",150,8.85908416006714,-2.26859169080853,3.74331407248974,0
"151",151,-9.77149951271713,5.73979731183499,3.36776568321511,0
"152",152,2.17368293553591,9.5827106339857,1.95865227840841,0
"153",153,-4.89793800283223,8.98589986376464,1.6908615664579,0
"154",154,2.18109186738729,-6.9325011363253,8.59715236583725,0
"155",155,-4.59917564876378,-6.65852686390281,5.40770758641884,0
"156",156,-3.84306656196713,-8.47869135905057,9.43480697460473,0
"157",157,4.28947127424181,3.42454073019326,1.83966183802113,0
"158",158,6.99953265022486,3.42990358360112,2.140089541208,0
"159",159,-8.97244665771723,6.93602812942117,0.549773087259382,0
"160",160,-5.20596797112375,3.71523361187428,3.66741501959041,0
"161",161,3.53467703331262,-9.79348540306091,5.39736463921145,0
"162",162,8.44452059362084,6.66032790206373,8.40596907539293,0
"163",163,-0.773754301480949,-3.44116304535419,3.03574261954054,0
"164",164,-8.92152369022369,-7.08602767437696,2.24663794739172,0
"165",165,6.71389626339078,4.36821199487895,8.39246514020488,0
"166",166,3.51037930697203,-0.179531848989427,6.24226912390441,0
"167",167,-9.39200580120087,-0.848490954376757,6.27841419540346,0
"168",168,-1.50428205728531,-9.48845448438078,8.3714777091518,0
"169",169,8.73782254289836,2.25676277652383,9.01262424653396,0
"170",170,-8.12934795860201,-7.86350144539028,6.32166763534769,0
"171",171,-2.06635833717883,-8.27148149255663,1.01371781900525,0
"172",172,8.98780041839927,-5.71325723547488,3.94453906686977,0
"173",173,9.28623506333679,-7.2731151804328,8.08409836143255,0
"174",174,9.44655064959079,1.99228072073311,4.35350277926773,0
"175",175,2.41239659953862,4.37665109988302,6.13337674178183,0
"176",176,-3.85189241264015,4.50404908508062,5.92437548795715,0
"177",177,-4.37957274727523,-8.10978626366705,7.78803601395339,0
"178",178,9.20244972687215,-3.60161096323282,4.95778115000576,0
"179",179,-6.12399070058018,1.77525622304529,2.94532832922414,0
"180",180,-3.23519171215594,-8.62330905627459,4.67623003525659,0
"181",181,-6.35495655238628,4.04196814168245,8.72503930004314,0
"182",182,9.47477021254599,4.34614188503474,3.95482103340328,0
"183",183,4.21978232450783,2.48807810246944,5.95845256466419,0
"184",184,-5.63182390294969,1.7066037748009,8.38458278682083,0
"185",185,-7.33081834856421,8.7856967234984,9.09201235510409,0
"186",186,9.58742027170956,9.98336740303785,9.38146327855065,0
"187",187,-9.16678977198899,-1.71924065798521,9.93645941838622,0
"188",188,-9.10350751597434,3.85269449092448,0.788524702657014,0
"189",189,-8.53671845514327,2.40388193167746,2.37846252275631,0
"190",190,-2.97700693365186,4.05101276002824,2.13894521584734,0
"191",191,1.44662878476083,1.925138537772,1.94638631073758,0
"192",192,0.332530504092574,-6.07048199977726,6.71646812930703,0
"193",193,2.04850875772536,-8.81901746615767,3.92035432858393,0
"194",194,5.22288818378001,4.00892349425703,7.63737113215029,0
"195",195,9.98838860075921,7.19744986854494,6.14211081061512,0
"196",196,-8.19672571960837,2.57595199160278,7.68995821941644,0
"197",197,7.36136321909726,-3.85078471153975,8.98046970367432,0
"198",198,8.48262934479862,-2.16726013924927,2.74769918294623,0
"199",199,7.93154214508832,6.27484263386577,4.4346730154939,0
"200",200,3.454087250866,4.6727441996336,4.54472319688648,0
"201",201,-5.315374978818,3.21127044036984,9.96961879078299,0
"202",202,8.70387476403266,0.630572219379246,4.35827178647742,0
"203",203,-0.113745089620352,-7.42432348430157,8.46827860921621,0
"204",204,3.85422556195408,-4.93919486645609,2.33745449222624,0
"205",205,-9.17367746587843,6.54989377595484,1.04864687426016,0
"206",206,-1.75599936861545,-2.01426665298641,9.22446383628994,0
"207",207,0.548998112790287,6.40903917141259,4.36692795250565,0
"208",208,4.5772318681702,-6.67336063925177,0.800696162041277,0
"209",209,-3.6504412908107,-4.84449462033808,3.35748280398548,0
"210",210,1.14113931544125,5.76693099923432,7.14023972861469,0
"211",211,7.81147464644164,0.122884521260858,4.88624872174114,0
"212",212,-4.89633082412183,7.65408843290061,2.20785888144746,0
"213",213,2.83110093325377,5.59732009191066,0.556881364900619,0
"214",214,-2.83965160604566,9.13929032627493,4.32338500162587,0
"215",215,5.17750916071236,-1.47590409033,9.50678313151002,0
"216",216,0.0193489994853735,-1.03204109240323,5.3819176601246,0
"217",217,-5.06943743210286,-3.9168637059629,0.250189311336726,0
"218",218,9.38270821236074,4.96761439368129,6.535148920957,0
"219",219,-2.17188987415284,-2.29518635664135,7.57087593665347,0
"220",220,-9.32587204035372,-5.35401702858508,3.45137035241351,0
"221",221,-7.8079733485356,-3.26134026050568,6.16049952339381,0
"222",222,-4.12683012429625,6.03823312092572,3.36740215774626,0
"223",223,7.01708196196705,-1.66664930060506,2.99872781848535,0
"224",224,6.59897049423307,2.84418793860823,0.151275512762368,0
"225",225,-6.22834728565067,-8.72190822381526,5.3145146695897,0
"226",226,-6.84747098945081,-3.09183484874666,1.39735939214006,0
"227",227,-3.0992215173319,-7.29671116452664,1.65253071347252,0
"228",228,-7.63287204317749,2.34917666297406,2.48229125048965,0
"229",229,6.68383442331105,-8.22226338554174,5.22056875983253,0
"230",230,-0.840661046095192,6.19770040269941,5.13050759676844,0
"231",231,5.26015666313469,4.36557278968394,6.56142998021096,0
"232",232,-0.122424159198999,6.55735034961253,5.30418490990996,0
"233",233,3.25918264687061,-0.578040340915322,5.17717841081321,0
"234",234,5.51826560404152,-7.93770166579634,2.17186480993405,0
"235",235,-0.432271496392787,6.94052631501108,8.7780639436096,0
"236",236,0.506660602986813,4.41010649316013,6.24478724785149,0
"237",237,-7.93968658428639,9.53738583251834,2.90689271409065,0
"238",238,-6.10709531232715,2.62379058636725,2.94810719089583,0
"239",239,-6.47429965436459,-1.42971655819565,1.93517525680363,0
"240",240,-1.70454436913133,-0.278353434987366,6.00580318598077,0
"241",241,-2.08889996632934,5.97337618935853,0.958061702549458,0
"242",242,-5.50889746285975,7.86546729039401,2.87003051955253,0
"243",243,2.26232902146876,5.7464080164209,9.50861642835662,0
"244",244,-2.48057657852769,3.07784335687757,4.82546035898849,0
"245",245,9.61656286846846,3.24242894537747,7.08723965100944,0
"246",246,8.97167416289449,-1.04404313024133,2.83436434343457,0
"247",247,3.16161587368697,-5.13076044153422,6.43347897566855,0
"248",248,-9.47635586373508,4.988785199821,1.64123471826315,0
"249",249,-8.25335168279707,7.66630701255053,8.2546527707018,0
"250",250,3.42879181727767,-9.17341486550868,4.1931488411501,0
"251",251,-4.86800798214972,1.29062668886036,2.45562120107934,0
"252",252,8.61141341272742,3.61290084663779,6.58831924665719,0
"253",253,-6.55809298157692,9.1425849031657,1.2575693288818,0
"254",254,2.54966085311025,3.96097391378134,4.49819235363975,0
"255",255,-1.81559558957815,0.791472471319139,7.61117310961708,0
"256",256,7.71404843777418,-4.05907812062651,5.59882166096941,0
"257",257,3.02734704688191,2.49803117942065,7.12486325763166,0
"258",258,-0.128504703752697,8.26821599155664,1.44283320289105,0
"259",259,9.37825778964907,-1.83206007350236,2.4471670226194,0
"260",260,-8.81169901229441,5.18847545143217,1.6665964666754,0
"261",261,-2.32221345882863,-2.13373467791826,4.62676923722029,0
"262",262,-1.42479595728219,-9.86214465927333,4.38177449163049,0
"263",263,6.8802537349984,6.06109088752419,8.2389553100802,0
"264",264,4.25749260932207,-1.04797674808651,1.80280776228756,0
"265",265,1.16756631061435,4.57246243953705,4.4760298053734,0
"266",266,-2.50477301888168,-6.82560354005545,0.814770783763379,0
"267",267,-9.17102999053895,9.22455934341997,0.850641434080899,0
"268",268,7.7800225187093,-1.85832016635686,0.326161680277437,0
"269",269,-7.33347141183913,9.08553048036993,5.94654244370759,0
"270",270,-3.65473534911871,4.45571881718934,4.92883923463523,0
"271",271,0.552596631459892,-0.737308696843684,8.28654944431037,0
"272",272,2.95171848963946,5.10613536462188,9.27792084636167,0
"273",273,0.758076612837613,-5.01087058801204,8.35358014330268,0
"274",274,-3.06421879213303,7.46068503241986,9.42647062707692,0
"275",275,-2.77037085965276,-6.54953601304442,4.13452031323686,0
"276",276,8.03828982636333,-4.48440379928797,9.24618625780568,0
"277",277,-5.46649327501655,3.0908909579739,5.48481939360499,0
"278",278,-7.24759916309267,-8.80018150433898,8.93397932872176,0
"279",279,-8.08777280617505,-7.14133102446795,6.20301259448752,0
"280",280,4.89039546344429,6.60951774101704,5.25494710542262,0
"281",281,-6.60444678738713,-5.65522134769708,9.30003043264151,0
"282",282,8.92158934380859,6.76468685269356,4.72397432429716,0
"283",283,4.04069490265101,-7.85780488047749,5.93429864151403,0
"284",284,7.02850483357906,-1.86164890415967,8.80072565283626,0
"285",285,4.78300879243761,-9.85958326142281,1.97681166930124,0
"286",286,3.00924799405038,8.68638475425541,0.607731668278575,0
"287",287,0.118022942915559,8.21332748048007,5.24077297421172,0
"288",288,7.90781243704259,-6.35423948056996,9.36511910054833,0
"289",289,0.764187406748533,-4.35598354320973,2.29329337598756,0
"290",290,3.89540323056281,-1.76041279453784,0.0922888913191855,0
"291",291,8.41070350259542,4.85790308564901,3.55865535791963,0
"292",292,-2.63928870670497,8.96059300284833,3.10478503350168,0
"293",293,-7.52044720109552,3.28385510947555,3.88836757978424,0
"294",294,-8.27726393006742,-4.56162097863853,2.50869658542797,0
"295",295,-7.63748219236732,-6.11722517758608,6.48261955007911,0
"296",296,4.19290578924119,-0.0807312084361911,6.83445715578273,0
"297",297,7.47594320680946,0.359022188931704,8.5581718548201,0
"298",298,8.33797581959516,1.97711729910225,3.42168491100892,0
"299",299,-0.577793722040951,-8.24072923511267,2.90334584889933,0
"300",300,3.57992760837078,8.06318288203329,7.46370644308627,0
"301",301,-7.214594357647,5.31557303853333,2.23573556402698,0
"302",302,8.24894646182656,-2.2453395370394,0.0317484885454178,0
"303",303,-4.89941097330302,7.05467484891415,4.31305575417355,0
"304",304,7.70160070620477,-7.2489666659385,4.09753615735099,0
"305",305,8.6226896988228,8.13985774293542,2.11384338093922,0
"306",306,-6.04725054930896,-2.03715346287936,9.8037476465106,0
"307",307,-6.99538841377944,5.51346034742892,1.61228885641322,0
"308",308,2.36256153322756,-7.52222177106887,9.53111991286278,0
"309",309,6.77631844300777,8.56041660066694,3.4359039645642,0
"310",310,6.07631829567254,-4.30790048092604,3.05302173364908,0
"311",311,9.54777490813285,-7.49370963778347,7.97099839895964,0
"312",312,4.24587202258408,-5.84889739751816,2.75993718765676,0
"313",313,-7.6861168211326,-3.39214988984168,7.8804517374374,0
"314",314,-0.325916679576039,4.74928228650242,9.73725881660357,0
"315",315,7.56748642306775,1.41938702203333,5.89658407727256,0
"316",316,7.71345187909901,-8.65580694749951,1.34253101889044,0
"317",317,8.1724314019084,5.80271803308278,5.87339433608577,0
"318",318,2.88357541896403,-3.83249504957348,7.1247803629376,0
"319",319,8.36815778166056,0.851830542087555,2.25151116028428,0
"320",320,4.14086115546525,3.49360884632915,6.22564777033404,0
"321",321,9.70252381637692,-8.46882129088044,1.66109092533588,0
"322",322,-8.64519941154867,-5.89494698680937,3.53018760448322,0
"323",323,-2.35609065741301,1.87068227678537,1.14529394777492,0
"324",324,6.88182523008436,-0.860527185723186,8.08543837163597,0
"325",325,-7.53106128424406,-7.52128241118044,9.40863191150129,0
"326",326,9.56256916280836,-0.745033780112863,2.1397085301578,0
"327",327,4.44815788883716,5.31043435912579,8.18937577540055,0
"328",328,3.3698720112443,-8.87168492656201,8.57211429160088,0
"329",329,4.89489734638482,-1.92128398455679,2.46408817358315,0
"330",330,3.93206623848528,4.22545854002237,1.50225014192984,0
"331",331,-0.990970935672522,5.16395705752075,6.27694964408875,0
"332",332,0.783301945775747,5.10639459360391,5.36435765679926,0
"333",333,-8.01419822033495,-1.75711355637759,9.75599505472928,0
"334",334,7.91255841031671,-4.92987623438239,1.64206208661199,0
"335",335,7.63936581090093,0.0181501172482967,2.53867859952152,0
"336",336,2.81060294713825,2.77163551654667,8.63780247978866,0
"337",337,-2.69539914093912,-3.84065743070096,1.28319627372548,0
"338",338,-2.13676414452493,2.07426254171878,1.10004767077044,0
"339",339,4.74814001005143,-1.87145624309778,6.74227111274377,0
"340",340,-7.69122686702758,8.93880017101765,0.179668099153787,0
"341",341,-1.07857999391854,-3.64606436342001,8.23503335006535,0
"342",342,7.31748884543777,-0.647083572112024,7.28985288180411,0
"343",343,6.46722999867052,5.09142165537924,4.16969096520916,0
"344",344,6.66387400589883,9.21777500770986,6.76536979386583,0
"345",345,1.02189569734037,0.209598406217992,6.03707091184333,0
"346",346,-4.34959141537547,-9.52022112905979,0.705122975632548,0
"347",347,-3.31809465307742,1.8226833594963,3.16461862297729,0
"348",348,5.06215784233063,-5.35121279768646,3.66823922842741,0
"349",349,2.08228783216327,0.0158287165686488,4.67405401868746,0
"350",350,-4.0020825015381,-0.964655815623701,9.41144858021289,0
"351",351,-8.13300208188593,2.1343005541712,3.89129039598629,0
"352",352,-9.56161307170987,-4.98199847061187,0.544909108430147,0
"353",353,-9.9199592275545,7.6560394698754,4.09574845572934,0
"354",354,8.8738111499697,-7.16746687423438,8.23688896140084,0
"355",355,-3.55436578392982,-9.28408976644278,3.1551125110127,0
"356",356,7.78288162313402,-1.3337333407253,0.503479458857328,0
"357",357,-9.76599110290408,9.99232559464872,8.4442414296791,0
"358",358,-1.17796691600233,8.36108003277332,3.21005260804668,0
"359",359,-3.89484813902527,4.71430777106434,9.73432234721258,0
"360",360,4.87085375469178,-5.0578754208982,1.13942448282614,0
"361",361,-6.15239736158401,7.59585309773684,0.725565245375037,0
"362",362,3.34596800152212,4.31089642457664,8.20366856409237,0
"363",363,7.7938763750717,8.23863240424544,7.09523630794138,0
"364",364,6.87385336961597,7.87152087315917,8.45780535601079,0
"365",365,7.95046533923596,-4.71909715328366,1.34857221273705,0
"366",366,7.50996517948806,-5.50551346503198,3.28510840190575,0
"367",367,-5.50147366244346,-3.7083201110363,9.27187473513186,0
"368",368,9.92394703440368,8.83578526321799,6.72011225717142,0
"369",369,-1.95614868309349,5.2212718129158,2.69201245624572,0
"370",370,3.91820770222694,5.31623392365873,9.25874004140496,0
"371",371,-2.5392696633935,-3.37322008330375,9.50877886265516,0
"372",372,-7.34172498807311,-1.95389482192695,5.43031340232119,0
"373",373,-4.47557372041047,-9.98323172330856,9.92057022405788,0
"374",374,1.583959790878,0.416505988687277,9.15677779819816,0
"375",375,-0.345982383005321,8.14626635517925,3.40857631526887,0
"376",376,-1.62617473863065,4.4701819261536,7.09803865058348,0
"377",377,-1.009560697712,2.67617291770875,4.87028307747096,0
"378",378,-8.69557048659772,-0.227352557703853,2.1205246495083,0
"379",379,1.32725006900728,-5.67987072281539,9.54358570743352,0
"380",380,-9.34618306811899,9.25319761503488,9.03686656849459,0
"381",381,-7.86236519459635,-7.87807662039995,1.48001298308372,0
"382",382,4.37680648639798,5.69424464832991,2.07177259260789,0
"383",383,-7.83060963731259,-0.684443046338856,8.24407665291801,0
"384",384,8.50055011920631,1.01012423168868,0.74030187446624,0
"385",385,2.03569726552814,8.44126579817384,0.254773511551321,0
"386",386,2.80014123767614,2.75990047026426,2.82051996095106,0
"387",387,3.3596852235496,7.94909640215337,2.06478580832481,0
"388",388,-9.86304549500346,3.98921056650579,3.03459622664377,0
"389",389,-1.88152199611068,-4.26851792261004,2.16069926507771,0
"390",390,-2.17921308707446,2.43997037876397,1.47176625905558,0
"391",391,-7.14676583185792,-3.47768055740744,0.436432936694473,0
"392",392,-2.47859456110746,-2.79247129335999,5.35733254393563,0
"393",393,8.85244655422866,-6.86589138582349,8.2636542385444,0
"394",394,6.46346062421799,6.16511705797166,6.45413918886334,0
"395",395,7.48581814114004,8.43184827826917,8.55153785319999,0
"396",396,6.33627557195723,-0.248941732570529,4.12743266206235,0
"397",397,3.40574810747057,9.71068915445358,4.40396535443142,0
"398",398,0.15187309589237,1.7052803421393,8.77368453424424,0
"399",399,-2.19514230266213,-2.61841594707221,5.35627226578072,0
"400",400,-2.439428367652,-1.97635847143829,3.42403961578384,0
"401",401,8.13381426502019,8.19150285795331,4.43981239106506,0
"402",402,-5.80066791269928,0.680006160400808,0.635171236936003,0
"403",403,0.995413726195693,1.47702127229422,7.30567599413916,0
"404",404,-0.712428539991379,0.349006201140583,1.01165919564664,0
"405",405,-8.69886572938412,0.0915154628455639,9.56596130505204,0
"406",406,2.30373936705291,7.89137333631516,2.42603204445913,0
"407",407,3.30306746996939,-0.0531993387266994,1.35563415242359,0
"408",408,-9.75783950183541,-3.85282397735864,6.26818927936256,0
"409",409,6.43309300299734,-7.29954642709345,6.49263626430184,0
"410",410,8.61850027926266,-8.1103111570701,6.74476727144793,0
"411",411,0.588579741306603,9.78754375595599,7.59658776689321,0
"412",412,8.12196205835789,-9.95095425285399,4.12323210854083,0
"413",413,-5.50283207558095,9.10142653156072,2.05819937167689,0
"414",414,-5.0588197261095,6.90444050356746,5.59361228719354,0
"415",415,-3.10294128488749,-3.81713403854519,0.821647353004664,0
"416",416,-3.97371756378561,-9.9095314880833,1.18657750077546,0
"417",417,0.682700867764652,5.32141152769327,2.96528314938769,0
"418",418,-3.01159997005016,6.23986411839724,9.80855009518564,0
"419",419,4.53383364714682,-9.55089050345123,9.43322873441502,0
"420",420,-0.0101677561178803,7.99832487944514,8.31387162674218,0
"421",421,-7.06732292193919,-8.00709517672658,9.12892868975177,0
"422",422,3.60799306072295,-2.56663738749921,1.13289255881682,0
"423",423,-3.41890821699053,-6.29884467925876,1.4213757426478,0
"424",424,9.10740866325796,-5.35529535263777,7.54074739059433,0
"425",425,-0.82929908297956,7.11318912450224,9.14195596240461,0
"426",426,7.42287155706435,-6.3312882790342,1.28969493322074,0
"427",427,6.11114337574691,-2.902513127774,4.48212368180975,0
"428",428,9.57852654159069,0.994801879860461,2.4650557525456,0
"429",429,5.26367840357125,5.76136236079037,7.00379053829238,0
"430",430,-7.09136325400323,-7.01523372903466,0.131091710645705,0
"431",431,5.30700561124831,-6.34821296669543,1.20133711257949,0
"432",432,-7.95626694802195,6.29663550760597,1.17493253899738,0
"433",433,-6.23152889311314,-7.12594664655626,6.45116817671806,0
"434",434,-1.97667924687266,-3.25958040542901,3.03953328635544,0
"435",435,3.14933481626213,2.86498572677374,3.01068966509774,0
"436",436,4.60649205837399,-3.33509407006204,2.44487086543813,0
"437",437,7.98945281654596,-9.97969315387309,3.99892454966903,0
