"","set","x","y","in.lineup.ID","ID"
"57",1,-0.874875805846175,-1.21597354564887,2,2
"58",1,-0.791227971957124,-1.00703208262079,2,2
"59",1,-0.714264785674298,-0.899559100932682,2,2
"60",1,-1.1669686685468,-1.15006123416242,2,2
"61",1,-0.55548547894597,-0.666101594265364,2,2
"62",1,-0.491382511062639,-0.249913443280401,2,2
"63",1,-0.787437755718803,-1.15137535537331,2,2
"64",1,1.0965870021218,0.680540944774204,2,2
"65",1,-0.0233912721808629,1.02865377285826,2,2
"66",1,-0.176624723501402,0.042921011665242,2,2
"67",1,-1.2877816712729,-0.751944929316515,2,2
"68",1,-0.0101387416405529,-0.143292920078416,2,2
"69",1,0.397821780993101,1.18614173649377,2,2
"70",1,1.51044026695628,0.178764909723356,2,2
"71",1,0.228033965276757,0.186178835577186,2,2
"72",1,0.323551006190692,0.617738321970205,2,2
"73",1,-0.297561654820248,-0.689031392477467,2,2
"74",1,0.38205103006374,0.876867105932003,2,2
"75",1,0.553071327703936,0.60003516329933,2,2
"76",1,-1.37978721069478,-0.825823227647422,2,2
"77",1,0.707112518482929,0.609473895277408,2,2
"78",1,-1.48960973530911,-0.925568035170226,2,2
"79",1,0.889152780813633,0.766761332410399,2,2
"80",1,1.34540123870912,0.253533338275315,2,2
"81",1,1.03064541384884,0.836894327851627,2,2
"82",1,1.13552873566517,1.29585005281871,2,2
"83",1,1.21015477351068,1.11226225747237,2,2
"84",1,1.27965465098396,1.21625597476823,2,2
"85",1,1.37101184790175,1.13339372395903,2,2
"86",1,0.208057540914252,1.62395191267513,2,2
"87",1,1.53503046683986,1.5921645909891,2,2
"88",1,-0.573860991742914,-1.11921650320527,2,2
"89",1,1.66557020290975,1.0371061949313,2,2
"90",1,-0.184528280627197,1.32745793035185,2,2
"91",1,-1.6835733816511,-1.59813877730391,3,3
"92",1,-1.59069506253415,-1.58699051431777,3,3
"93",1,-1.52118340247388,-1.37031182575094,3,3
"94",1,-1.45035399426508,-1.6153685004094,3,3
"95",1,-1.38329699928135,-1.21178674283263,3,3
"96",1,-1.28904605596463,-1.29037183723057,3,3
"97",1,-1.22585690544821,-1.58558778508304,3,3
"98",1,-1.13087843088147,-0.803563979831471,3,3
"99",1,-1.07602353587598,-1.05406337085839,3,3
"100",1,-0.985864116151307,-1.23039207331766,3,3
"101",1,-0.90652849564976,-0.249126716552944,3,3
"102",1,-0.828129268732777,-0.906704228393226,3,3
"103",1,-0.752436777588034,-0.981993422693358,3,3
"104",1,-0.674753865788953,-0.88931481024236,3,3
"105",1,-0.598753548504677,-0.645342219909408,3,3
"106",1,-0.549217423572906,-0.429576589772482,3,3
"107",1,-0.470355554876012,-0.291136638925224,3,3
"108",1,-0.366757330767589,-0.671874310284666,3,3
"109",1,-0.303359485154322,0.0976158833433553,3,3
"110",1,-0.220349089973789,-0.25390294782157,3,3
"111",1,-0.162094941850669,-0.341369285637285,3,3
"112",1,-0.0894185140773523,-0.14125483695268,3,3
"113",1,0.00530672384360338,-0.242653300514126,3,3
"114",1,0.0738493207885516,0.425065519817721,3,3
"115",1,0.157634417842096,0.266976749557692,3,3
"116",1,0.237803956497691,0.48366749333664,3,3
"117",1,0.304650400208804,0.471982240040836,3,3
"118",1,0.373916363593791,0.461645948406026,3,3
"119",1,0.449120914619955,0.241770792361922,3,3
"120",1,0.519218797889936,0.658806924103303,3,3
"121",1,0.610662429440132,0.63544194893538,3,3
"122",1,0.680214465465459,0.490029697728702,3,3
"123",1,0.753483750235732,0.431726077829029,3,3
"124",1,0.84502911457025,0.815792595186743,3,3
"125",1,0.914868654799212,0.727256670716778,3,3
"126",1,0.981091814217054,1.20633228107993,3,3
"127",1,1.07630189725138,1.19309529219159,3,3
"128",1,1.12998602099323,1.05099376038929,3,3
"129",1,1.22377913863903,1.17498490926305,3,3
"130",1,1.29421184181191,1.12910283071981,3,3
"131",1,1.38212314062743,1.18560448587385,3,3
"132",1,1.43845022724394,1.96798880060987,3,3
"133",1,1.5240741331608,1.5090084409255,3,3
"134",1,1.59659683350304,1.28957671807009,3,3
"135",1,1.68655182382097,1.47635865414801,3,3
"136",1,0.828817409669256,-0.295976018309838,4,4
"137",1,-1.57962762685092,-1.380633746532,4,4
"138",1,-1.50164913788593,-1.47552162788138,4,4
"139",1,-1.44476059385986,-1.42774831642507,4,4
"140",1,1.49002172947456,-0.268770812298974,4,4
"141",1,-1.11414789580764,-1.22529351748587,4,4
"142",1,-1.19361612449889,-0.74673710566223,4,4
"143",1,-1.38382763448053,-0.733148136155892,4,4
"144",1,-0.802094708958371,-0.660571534985489,4,4
"145",1,-0.980020991672508,-1.57873651557918,4,4
"146",1,-0.887540337367192,-1.0177449554301,4,4
"147",1,0.480622738929164,0.958667194399491,4,4
"148",1,-0.721855730566135,-1.01693500121383,4,4
"149",1,-0.649333233154893,-0.553285109283991,4,4
"150",1,-0.579442471937191,-0.15452092137924,4,4
"151",1,-0.259931087042147,1.07684272298294,4,4
"152",1,-0.426427185935533,-0.489772986562828,4,4
"153",1,-0.33662806788828,-0.256411058070378,4,4
"154",1,-0.272716598951567,-0.492631565758306,4,4
"155",1,-0.181222783006506,0.0744055141604514,4,4
"156",1,-1.05025165025572,-0.787276042483111,4,4
"157",1,-0.0428839594678008,0.238024381127631,4,4
"158",1,0.0422218783594283,-0.160282727749542,4,4
"159",1,-0.31575897000558,-0.845536364723162,4,4
"160",1,1.72026626632128,0.0337120077112182,4,4
"161",1,0.281583123999723,0.502191304995972,4,4
"162",1,1.43060511685854,-0.250159432004571,4,4
"163",1,0.413515737056326,0.297212974124499,4,4
"164",1,0.514639285980157,0.291992926037552,4,4
"165",1,0.574990699816774,0.721081200150976,4,4
"166",1,0.247371960165194,1.39948974601045,4,4
"167",1,-0.994723803417295,-0.511758401464637,4,4
"168",1,0.160383102200595,1.19832900751697,4,4
"169",1,-1.11091565531731,-1.26793523206334,4,4
"170",1,0.969446427974323,1.07025359100765,4,4
"171",1,-0.442167698070251,2.24931692538094,4,4
"172",1,1.13643290764892,1.09474458796201,4,4
"173",1,1.19243708121612,1.05898909961305,4,4
"174",1,1.26507784133474,1.63612448596754,4,4
"175",1,0.909629573926212,-0.182786445530223,4,4
"176",1,1.4494923487689,0.998798949385722,4,4
"177",1,2.06440072773175,0.24606859308561,4,4
"178",1,-0.679830915218729,-0.887804710367768,4,4
"179",1,1.68033474528008,2.06687795743367,4,4
"180",1,0.0990841589047285,1.4548551163466,4,4
"181",1,-1.75565774393947,-1.16287548487474,5,5
"182",1,-0.443670740271635,-1.59767896898562,5,5
"183",1,-1.60407744356069,-1.30194243248654,5,5
"184",1,-1.52523010977277,-1.6341385237616,5,5
"185",1,0.23979114228229,-1.22970806802301,5,5
"186",1,-1.36940452123265,-1.04695914125185,5,5
"187",1,-1.28715895350067,-0.774990899121252,5,5
"188",1,-0.939522152519821,0.205645627940674,5,5
"189",1,-1.13231810556426,-1.19961995213402,5,5
"190",1,-1.08017655118288,-0.61451896054178,5,5
"191",1,0.837834439274242,1.16867430711444,5,5
"192",1,-0.926629050037986,-0.517971161998962,5,5
"193",1,1.69205019404196,1.16310086380233,5,5
"194",1,1.4708438558035,0.670484510770049,5,5
"195",1,0.168493387663932,-1.69751339171888,5,5
"196",1,-0.606671635174713,-0.813280591012935,5,5
"197",1,-0.5180047891382,-0.176043142500063,5,5
"198",1,-0.949172158352554,0.529857662652144,5,5
"199",1,-0.019164448238862,-0.771570920497204,5,5
"200",1,-0.309281298462511,-0.176647126590181,5,5
"201",1,-0.219327591516596,0.0336316751560973,5,5
"202",1,-0.141000199552092,-0.11838515241153,5,5
"203",1,-0.067507446560601,-0.254730784865496,5,5
"204",1,0.0127184319743598,0.392273778913551,5,5
"205",1,0.100127117298439,0.000868114218430724,5,5
"206",1,0.148465243498482,0.410406022453917,5,5
"207",1,-0.0833509072939816,-1.06428921074163,5,5
"208",1,0.30437167284113,0.154498010577467,5,5
"209",1,1.38910504021494,1.52982366406184,5,5
"210",1,-0.290083839446375,-1.1077818249541,5,5
"211",1,0.555777494100262,0.492224492868575,5,5
"212",1,-0.879769169497534,0.00754735998877027,5,5
"213",1,0.711967471675069,0.609121378832086,5,5
"214",1,0.786319475719563,0.621313350409366,5,5
"215",1,0.854113491915761,1.18520931465989,5,5
"216",1,-1.28312455852036,-0.0468179799393606,5,5
"217",1,1.01223967478263,1.07407347026839,5,5
"218",1,1.09901560055445,0.707751365882939,5,5
"219",1,1.25498789011878,1.16469073752942,5,5
"220",1,0.306992031862644,-1.18678230670577,5,5
"221",1,1.31896076889763,1.35421067159468,5,5
"222",1,1.39701893630134,1.96363558819319,5,5
"223",1,1.48477166509359,1.48108303141621,5,5
"224",1,1.55839660754463,1.70070420152306,5,5
"225",1,-1.27405822012241,-0.126583175710998,5,5
"226",1,-1.68945012941691,-1.56365460768613,6,6
"227",1,0.458544905437276,-1.04939452657176,6,6
"228",1,-1.51006659489537,-1.30604540443946,6,6
"229",1,0.589043838082339,-1.63275234217925,6,6
"230",1,0.343553204129606,-1.54660978767688,6,6
"231",1,-1.26047683058018,-1.29535961530277,6,6
"232",1,-0.317038993119266,-0.37212974904567,6,6
"233",1,-1.11133744710279,-0.838141212732888,6,6
"234",1,-1.03444115527613,-1.36638954652764,6,6
"235",1,-0.847815502844975,0.490056331348629,6,6
"236",1,-0.882502542543536,-0.82856183281895,6,6
"237",1,-0.632625911046117,0.000374026690023263,6,6
"238",1,-0.973396309738011,0.67930235522163,6,6
"239",1,-0.595955933940491,0.38884113647543,6,6
"240",1,-0.547168117389652,-0.497719397184528,6,6
"241",1,-0.729108203573597,-0.248593238646633,6,6
"242",1,-0.395988239536005,0.00731269013438523,6,6
"243",1,-0.323070650748422,-0.131429979711664,6,6
"244",1,0.67947096989571,-0.71834261283026,6,6
"245",1,-0.161628394786981,0.00831558231636836,6,6
"246",1,2.17573915109628,1.25751968201649,6,6
"247",1,-0.634137703476598,0.912728372282694,6,6
"248",1,0.101312286319177,0.287404986463324,6,6
"249",1,0.177821456966311,-0.110471076255935,6,6
"250",1,-0.53043149883652,-0.438306638480941,6,6
"251",1,-0.727332364171861,0.198539638672142,6,6
"252",1,-0.998613286247374,-0.023062872821334,6,6
"253",1,-0.746398091283744,0.215412498350404,6,6
"254",1,0.587738099705633,0.679373233849086,6,6
"255",1,0.164378710622995,-0.969697382430889,6,6
"256",1,0.722623964231064,0.536634623310933,6,6
"257",1,0.815811926943981,1.02366974135501,6,6
"258",1,1.95492936599056,1.53462880850504,6,6
"259",1,-0.46940333355627,0.39279851557966,6,6
"260",1,-0.612831682985222,-0.178653745444051,6,6
"261",1,1.12354180553954,1.30131998775173,6,6
"262",1,-0.772724316639969,0.0879728625493428,6,6
"263",1,1.69665924512269,1.94366778520846,6,6
"264",1,1.36739763710119,1.34601649140137,6,6
"265",1,1.46912668240855,1.08246006179441,6,6
"266",1,-0.724427803473398,0.700767300905311,6,6
"267",1,1.61532088490289,1.62536453760139,6,6
"268",1,0.698959695467748,-1.88597554222018,6,6
"269",1,1.69870561504581,1.50274845301086,6,6
"270",1,0.787691592200031,-1.20193859178632,6,6
"271",1,-0.290732961285128,-1.47569599781557,7,7
"272",1,-1.54636551404199,-1.52727625955163,7,7
"273",1,-1.4748800896137,-1.18946389253901,7,7
"274",1,-0.0146117636869945,-0.884302262067186,7,7
"275",1,-1.30528536686617,-1.99433431303455,7,7
"276",1,1.41595500129262,1.60848348028383,7,7
"277",1,-0.938609153123405,0.507245912671022,7,7
"278",1,-0.847152354147887,-0.46561682260182,7,7
"279",1,-1.00384224767579,-0.715973507339594,7,7
"280",1,-0.936942983131462,-0.9811736496572,7,7
"281",1,-1.0165537317732,0.128764491526134,7,7
"282",1,-0.775690201311015,-0.792527045906028,7,7
"283",1,-0.697280581386688,-0.65061990635262,7,7
"284",1,1.52138405341406,1.36264890197836,7,7
"285",1,-0.542879543059716,-0.814520612269277,7,7
"286",1,-0.583628415962961,-0.823325307257008,7,7
"287",1,-0.404594790813221,-0.730070994776294,7,7
"288",1,0.57847911308888,-0.946911599651525,7,7
"289",1,-1.57187927873161,-0.191591896737153,7,7
"290",1,1.28085788987952,1.31014170426341,7,7
"291",1,-0.0959128189962864,0.332764520281905,7,7
"292",1,0.945798127757866,1.34269880482535,7,7
"293",1,0.0749252865015613,0.0345397130659329,7,7
"294",1,0.610608053840776,1.11968506455708,7,7
"295",1,-0.290466875304857,-1.52698092013439,7,7
"296",1,0.303178071602721,0.188341744756063,7,7
"297",1,0.384223616558814,0.737458200622306,7,7
"298",1,0.43851063213735,0.248063192476022,7,7
"299",1,0.535344290994468,0.440602114932263,7,7
"300",1,0.613127721727578,0.581308509571535,7,7
"301",1,0.685065993762967,0.592646397878886,7,7
"302",1,1.31218047398572,0.542667879477508,7,7
"303",1,-0.0116027157301723,-0.786657739172236,7,7
"304",1,-1.24185422249017,0.144016358007664,7,7
"305",1,-1.44607092677981,0.205046197636622,7,7
"306",1,1.07723823453417,1.01583790430109,7,7
"307",1,-0.201383907080081,-1.03518718278119,7,7
"308",1,1.41396422064925,0.951369945657997,7,7
"309",1,0.12723202839393,-1.5293270093692,7,7
"310",1,1.3558988784535,1.29515378831841,7,7
"311",1,1.44724801109783,1.10694448899752,7,7
"312",1,1.52431541544405,1.55906841975436,7,7
"313",1,1.61559824372956,1.62004098951925,7,7
"314",1,-0.838097109911888,0.144178505801433,7,7
"315",1,-1.18481580594299,-0.0581603121484751,7,7
"316",1,-1.78310744374612,-2.17117122832094,8,8
"317",1,1.5088116604238,1.39413767706815,8,8
"318",1,-1.37682890112218,0.186570160517296,8,8
"319",1,-1.54171451417462,-1.33306719498748,8,8
"320",1,-1.47067375800585,-1.24033843600693,8,8
"321",1,-1.38726806031227,-1.0434366615328,8,8
"322",1,0.0377686916966907,-0.513068840736266,8,8
"323",1,-1.32180672148026,0.748075142813202,8,8
"324",1,-0.322967600113397,-0.832090983709578,8,8
"325",1,-0.170893738917701,-1.17958328468143,8,8
"326",1,-1.02670196279184,-1.26909118934328,8,8
"327",1,0.338349544127478,-1.33479286136144,8,8
"328",1,1.45571926891262,1.34230148030531,8,8
"329",1,1.48893377971268,0.932496434228319,8,8
"330",1,0.940448275628732,1.54300683605425,8,8
"331",1,-1.05563137630341,0.033073239871408,8,8
"332",1,1.4581350160305,0.907409740098783,8,8
"333",1,0.188111530318024,-0.910588204748035,8,8
"334",1,-0.432343378526202,-0.0650436501387898,8,8
"335",1,-0.354092702571319,-0.256775931180999,8,8
"336",1,-0.647183311224908,-0.897091203053066,8,8
"337",1,-0.0124336238164524,-0.859053343951873,8,8
"338",1,-1.12799939653528,0.890568630401063,8,8
"339",1,-1.62165971383943,0.762370946882722,8,8
"340",1,0.0202420316490991,0.296190870435228,8,8
"341",1,0.108073213775931,0.336781175083772,8,8
"342",1,0.185434982415149,0.22745482086478,8,8
"343",1,0.243721393982917,0.172337298755649,8,8
"344",1,0.335540910241886,0.443464338659673,8,8
"345",1,-0.265956578708863,-0.930629632043754,8,8
"346",1,0.139733871306157,-0.962569094188591,8,8
"347",1,0.553813709281024,0.44504290625001,8,8
"348",1,0.627213328038674,1.14660384686029,8,8
"349",1,0.722821573055642,0.895722322494345,8,8
"350",1,0.795683827782679,0.694003590760797,8,8
"351",1,0.856714602724676,0.43715750322583,8,8
"352",1,0.938043734057521,0.947109100809965,8,8
"353",1,0.251789469177923,-1.48825331982912,8,8
"354",1,-1.48356110238399,-0.0325739586347566,8,8
"355",1,1.15968445123948,1.10338139290462,8,8
"356",1,1.24960786786584,1.03861895517656,8,8
"357",1,-0.748048018996212,-1.17763096210532,8,8
"358",1,1.39731239400388,1.54799706373582,8,8
"359",1,-0.395504929403933,-1.09635483952692,8,8
"360",1,1.54466770552524,1.12132934582353,8,8
"361",1,-1.60762497256177,-1.71380030444981,9,9
"362",1,-1.54463973207111,-1.51664487823829,9,9
"363",1,-1.47000767579448,-1.23541314229337,9,9
"364",1,-1.3839821131119,-1.27235779205686,9,9
"365",1,-1.32628767091216,-1.57580868841829,9,9
"366",1,-1.24710638117318,-1.2022973449787,9,9
"367",1,-1.1727943770454,-1.04376690156912,9,9
"368",1,-1.25645171441809,-0.0279989818532373,9,9
"369",1,-1.02304361828129,-0.493695006299363,9,9
"370",1,-0.957715027807325,-1.01206502014008,9,9
"371",1,-1.12741221164412,0.0169600675041083,9,9
"372",1,0.557751835970659,1.20047047113411,9,9
"373",1,-0.739926714756101,-0.752800162066398,9,9
"374",1,-0.657921931978165,-0.818258669391673,9,9
"375",1,-0.582273640244426,-0.774206549585278,9,9
"376",1,-0.989152347724442,-0.428549729283066,9,9
"377",1,-0.440953980418589,-0.509623334328129,9,9
"378",1,-0.350506800299658,-0.220113263923428,9,9
"379",1,0.312393640301004,-1.64352192541622,9,9
"380",1,1.27282746902614,0.922418621347413,9,9
"381",1,0.249484737992014,-0.756035056659064,9,9
"382",1,1.28268125635351,0.772291569872803,9,9
"383",1,0.0117063683204391,-0.0940669687822383,9,9
"384",1,0.0835245682457752,0.529964765275126,9,9
"385",1,0.149049556805155,0.136615500437475,9,9
"386",1,-0.0731502155057436,-0.738813582926672,9,9
"387",1,0.00822832436867029,-0.855745698563751,9,9
"388",1,0.946030538709868,1.57882413592027,9,9
"389",1,0.444985142040596,0.382577778466265,9,9
"390",1,0.517262156545032,0.583711484211519,9,9
"391",1,0.594275666340831,1.03131770186621,9,9
"392",1,0.671967812858732,0.170123103720809,9,9
"393",1,0.734411723479717,0.596714039450894,9,9
"394",1,0.803620879329673,0.98744543227598,9,9
"395",1,0.891680479437371,1.12792628766564,9,9
"396",1,0.952624571428757,0.730930453064755,9,9
"397",1,-0.229758241361374,-0.879939999316272,9,9
"398",1,1.10405741795507,0.576094349410274,9,9
"399",1,0.455887658668114,0.991852364296833,9,9
"400",1,-1.25057157069075,0.231710677161825,9,9
"401",1,1.33603721166372,1.18028386863521,9,9
"402",1,1.40140234124621,1.57061715312981,9,9
"403",1,1.46907209512628,1.28006126498521,9,9
"404",1,1.55124633016787,1.44637677892708,9,9
"405",1,1.62907115541885,1.52023513177967,9,9
"406",1,-0.917376627916502,-0.961500623126857,10,10
"407",1,-1.81655838429693,-1.53937160087296,10,10
"408",1,-1.72679293581827,-1.88329322494585,10,10
"409",1,0.066710595545002,1.37674597856813,10,10
"410",1,-1.56405725404848,-2.0310177279374,10,10
"411",1,1.30475233767309,-0.0277521287160719,10,10
"412",1,-1.04022795279284,-0.942772042416141,10,10
"413",1,1.29178672725026,0.249309407230284,10,10
"414",1,0.245325858346135,1.09777698939732,10,10
"415",1,-1.19984943385316,-1.15814148069008,10,10
"416",1,1.32777475118369,-0.161904712903143,10,10
"417",1,-1.03981554480327,-1.18238449190335,10,10
"418",1,-0.954671057485359,-0.7918926401255,10,10
"419",1,0.317296370423797,1.34900400178993,10,10
"420",1,-0.794403356094624,-0.743001882999061,10,10
"421",1,0.221134446841982,0.986830068853654,10,10
"422",1,0.864803981666967,0.0558099024649435,10,10
"423",1,-0.560908763557193,-0.278668862504479,10,10
"424",1,-1.02894574545221,-1.14861834017359,10,10
"425",1,-0.413711052242445,0.00472843171924173,10,10
"426",1,0.568518865974609,-0.051882642030729,10,10
"427",1,-0.268906032567775,-0.280710834395188,10,10
"428",1,1.16323580312685,-0.246060130974048,10,10
"429",1,0.956683539164078,-0.14445162322426,10,10
"430",1,-0.027727676264173,0.069638973904857,10,10
"431",1,0.0361310941961382,0.241746974713049,10,10
"432",1,0.104257827599575,0.390221819521145,10,10
"433",1,0.199898301944774,0.352089436941226,10,10
"434",1,0.277466785522025,0.383167864915329,10,10
"435",1,0.348126625885237,0.219089510790899,10,10
"436",1,1.23108597833937,0.671973635189238,10,10
"437",1,-1.62927671429016,-1.25357667099676,10,10
"438",1,0.566141090662998,0.847281220584123,10,10
"439",1,0.642427798661717,0.521535526603286,10,10
"440",1,0.742618185532978,1.05162139871018,10,10
"441",1,0.354914959031068,1.38909399093083,10,10
"442",1,0.559659339407685,0.885077409682364,10,10
"443",1,0.0595261355719908,0.60552176665339,10,10
"444",1,-1.31406595164532,-1.49198215702634,10,10
"445",1,-1.56495502818706,-1.02119810591213,10,10
"446",1,-1.05994100710468,-0.873826999843459,10,10
"447",1,1.20914131377574,0.353240673706445,10,10
"448",1,1.3437816816157,1.86360720848891,10,10
"449",1,1.41211300136707,1.48349231494732,10,10
"450",1,1.50687712210992,1.76540441741132,10,10
"451",1,-1.57250975362083,-1.33536272029937,11,11
"452",1,-1.51943636949213,-1.24025014329303,11,11
"453",1,-1.44517600285693,-2.03691403258743,11,11
"454",1,-1.34936535869168,-1.23426340157095,11,11
"455",1,-1.29606862827049,-1.42894992725928,11,11
"456",1,-1.21026539138208,-0.858918403693912,11,11
"457",1,0.276964638535018,1.50060176686889,11,11
"458",1,0.288960877325762,-0.115239398635458,11,11
"459",1,-1.00027497103635,-0.612539932165474,11,11
"460",1,-0.92067112124103,-0.449055546896444,11,11
"461",1,0.557109415633543,-0.110324094901074,11,11
"462",1,-1.6804003624289,-1.38283405041083,11,11
"463",1,-0.729207958182457,-0.794665067967299,11,11
"464",1,0.882946641028993,0.103533782330633,11,11
"465",1,-0.577453722950365,-0.784177581948773,11,11
"466",1,0.174196708473211,1.17148745857603,11,11
"467",1,0.808071410132329,-0.373785355028614,11,11
"468",1,-0.351798932601086,-0.320444983560849,11,11
"469",1,-0.300863033176743,-0.217409420300129,11,11
"470",1,-0.229218376270844,0.017428866705548,11,11
"471",1,0.897498047397793,0.358494416762141,11,11
"472",1,-0.322131275523886,1.32900245062772,11,11
"473",1,-0.207229067194477,1.75530557624485,11,11
"474",1,0.0678109113333139,0.10092822388068,11,11
"475",1,-0.062284103302027,1.04898417342393,11,11
"476",1,0.212442496026141,0.373185532387682,11,11
"477",1,0.277223282221363,-0.0661180105104807,11,11
"478",1,1.08493521653099,-0.736547780813495,11,11
"479",1,0.18447958844917,1.20385335144082,11,11
"480",1,0.507864478615154,0.680384646011201,11,11
"481",1,-1.40284088836565,-1.34969915343309,11,11
"482",1,-1.45487822155798,-0.930270141813859,11,11
"483",1,0.728908956756811,0.623655019340529,11,11
"484",1,0.792117968050609,0.462759718739311,11,11
"485",1,0.86420919740626,1.0059099559389,11,11
"486",1,1.14565359398739,-0.271942593854287,11,11
"487",1,-1.60450903877017,-1.45998209604694,11,11
"488",1,0.778355989803289,-0.162706891680858,11,11
"489",1,1.09111624753026,-0.259921114546469,11,11
"490",1,1.22727563084896,1.27799890655809,11,11
"491",1,1.27952802146683,1.36458425843542,11,11
"492",1,1.36484798794101,1.1936984659833,11,11
"493",1,0.658258842991019,0.0184381146917194,11,11
"494",1,1.51746196773789,1.52488189568416,11,11
"495",1,1.568344460693,1.41720526258685,11,11
"496",1,-1.02184484261582,-0.0119861349857443,12,12
"497",1,-1.49068638366485,-1.77574307367334,12,12
"498",1,-1.17076125198336,-0.761669099023672,12,12
"499",1,0.983169392845889,1.44590728818213,12,12
"500",1,-0.583535310069979,-1.55451678047187,12,12
"501",1,-1.18847191829059,-0.890571926694078,12,12
"502",1,-1.12826281648044,-1.59767981587087,12,12
"503",1,-1.04051106046179,-1.1279365433302,12,12
"504",1,1.34613501522266,0.815864758154298,12,12
"505",1,-0.893108107946472,-1.24153418353005,12,12
"506",1,-0.135223813924875,-1.1592023902006,12,12
"507",1,-0.748419048457242,-1.02614486973344,12,12
"508",1,-1.42216638329867,-0.0173999805518695,12,12
"509",1,-0.584037603400799,-0.267990858132718,12,12
"510",1,0.639081049981363,-1.04633998737771,12,12
"511",1,0.586374095993443,1.07107278228923,12,12
"512",1,-0.373076067105743,-0.260765352647341,12,12
"513",1,-0.30627330001142,-0.191905987967582,12,12
"514",1,-0.24037561477243,-0.435914607340637,12,12
"515",1,1.58687542871477,1.28686034385162,12,12
"516",1,0.969834068411643,1.44494148666622,12,12
"517",1,-0.0167440202725821,0.012513147518245,12,12
"518",1,0.228490864513305,-1.1059410049822,12,12
"519",1,1.19539062286368,1.02438252222764,12,12
"520",1,0.218280814758561,0.257038923024982,12,12
"521",1,0.280690142909459,0.556904097017662,12,12
"522",1,0.361273055896568,0.30304503395105,12,12
"523",1,-0.0950753417011754,-1.41201316236994,12,12
"524",1,0.512577107289007,-0.00707992941153923,12,12
"525",1,-0.924717119669915,-0.21910563633418,12,12
"526",1,0.257802216426205,-1.12123298972898,12,12
"527",1,0.746689617890421,0.510392207677944,12,12
"528",1,-1.72776530846833,-0.267628647634358,12,12
"529",1,-1.39300383445805,-0.706851759308025,12,12
"530",1,0.941016899901836,0.938494226648443,12,12
"531",1,1.02880456181924,1.40732550838954,12,12
"532",1,1.10590135914215,0.992209522225756,12,12
"533",1,-0.940236145870534,-0.372271347529494,12,12
"534",1,1.2518583366638,0.984352755090077,12,12
"535",1,0.328477411138099,1.03422232549566,12,12
